MR_ID	age	sex	handedness
SWU_27177_baseline	19	F	n/a
SWU_27177_retest_1	n/a	F	n/a
SWU_27178_baseline	20	F	n/a
SWU_27178_retest_1	n/a	F	n/a
SWU_27179_baseline	20	M	n/a
SWU_27179_retest_1	n/a	M	n/a
SWU_27180_baseline	21	M	n/a
SWU_27180_retest_1	n/a	M	n/a
SWU_27181_baseline	18	F	n/a
SWU_27181_retest_1	n/a	F	n/a
SWU_27182_baseline	22	F	n/a
SWU_27182_retest_1	n/a	F	n/a
SWU_27183_baseline	23	M	n/a
SWU_27183_retest_1	n/a	M	n/a
SWU_27184_baseline	21	M	n/a
SWU_27184_retest_1	n/a	M	n/a
SWU_27185_baseline	20	F	n/a
SWU_27185_retest_1	n/a	F	n/a
SWU_27186_baseline	21	F	n/a
SWU_27186_retest_1	n/a	F	n/a
SWU_27187_baseline	23	F	n/a
SWU_27187_retest_1	n/a	F	n/a
SWU_27188_baseline	19	F	n/a
SWU_27188_retest_1	n/a	F	n/a
SWU_27189_baseline	23	F	n/a
SWU_27189_retest_1	n/a	F	n/a
SWU_27190_baseline	21	F	n/a
SWU_27190_retest_1	n/a	F	n/a
SWU_27191_baseline	23	F	n/a
SWU_27191_retest_1	n/a	F	n/a
SWU_27192_baseline	18	F	n/a
SWU_27192_retest_1	n/a	F	n/a
SWU_27193_baseline	22	M	n/a
SWU_27193_retest_1	n/a	M	n/a
SWU_27194_baseline	23	F	n/a
SWU_27194_retest_1	n/a	F	n/a
SWU_27195_baseline	21	M	n/a
SWU_27195_retest_1	n/a	M	n/a
SWU_27196_baseline	23	M	n/a
SWU_27196_retest_1	n/a	M	n/a
SWU_27197_baseline	20	F	n/a
SWU_27197_retest_1	n/a	F	n/a
SWU_27198_baseline	20	F	n/a
SWU_27198_retest_1	n/a	F	n/a
SWU_27199_baseline	19	M	n/a
SWU_27199_retest_1	n/a	M	n/a
SWU_27200_baseline	24	M	n/a
SWU_27200_retest_1	n/a	M	n/a
SWU_27201_baseline	21	F	n/a
SWU_27201_retest_1	n/a	F	n/a
SWU_27202_baseline	20	F	n/a
SWU_27202_retest_1	n/a	F	n/a
SWU_27203_baseline	20	F	n/a
SWU_27203_retest_1	n/a	F	n/a
SWU_27203_retest_2	n/a	F	n/a
SWU_27204_baseline	20	F	n/a
SWU_27204_retest_1	n/a	F	n/a
SWU_27204_retest_2	n/a	F	n/a
SWU_27205_baseline	19	F	n/a
SWU_27205_retest_1	n/a	F	n/a
SWU_27205_retest_2	n/a	F	n/a
SWU_27206_baseline	22	F	n/a
SWU_27206_retest_1	n/a	F	n/a
SWU_27206_retest_2	n/a	F	n/a
SWU_27207_baseline	22	F	n/a
SWU_27207_retest_1	n/a	F	n/a
SWU_27207_retest_2	n/a	F	n/a
SWU_27208_baseline	21	F	n/a
SWU_27208_retest_1	n/a	F	n/a
SWU_27208_retest_2	n/a	F	n/a
SWU_27209_baseline	23	F	n/a
SWU_27209_retest_1	n/a	F	n/a
SWU_27209_retest_2	n/a	F	n/a
SWU_27210_baseline	23	F	n/a
SWU_27210_retest_1	n/a	F	n/a
SWU_27210_retest_2	n/a	F	n/a
SWU_27211_baseline	19	F	n/a
SWU_27211_retest_1	n/a	F	n/a
SWU_27211_retest_2	n/a	F	n/a
SWU_27212_baseline	20	F	n/a
SWU_27212_retest_1	n/a	F	n/a
SWU_27212_retest_2	n/a	F	n/a
SWU_27213_baseline	23	F	n/a
SWU_27213_retest_1	n/a	F	n/a
SWU_27213_retest_2	n/a	F	n/a
SWU_27214_baseline	23	F	n/a
SWU_27214_retest_1	n/a	F	n/a
SWU_27214_retest_2	n/a	F	n/a
SWU_27215_baseline	22	F	n/a
SWU_27215_retest_1	n/a	F	n/a
SWU_27215_retest_2	n/a	F	n/a
SWU_27216_baseline	24	M	n/a
SWU_27216_retest_1	n/a	M	n/a
SWU_27216_retest_2	n/a	M	n/a
SWU_27217_baseline	19	M	n/a
SWU_27217_retest_1	n/a	M	n/a
SWU_27217_retest_2	n/a	M	n/a
SWU_27218_baseline	19	M	n/a
SWU_27218_retest_1	n/a	M	n/a
SWU_27218_retest_2	n/a	M	n/a
SWU_27219_baseline	23	M	n/a
SWU_27219_retest_1	n/a	M	n/a
SWU_27219_retest_2	n/a	M	n/a
SWU_27220_baseline	23	F	n/a
SWU_27220_retest_1	n/a	F	n/a
SWU_27220_retest_2	n/a	F	n/a
SWU_27221_baseline	24	M	n/a
SWU_27221_retest_1	n/a	M	n/a
SWU_27221_retest_2	n/a	M	n/a
SWU_27222_baseline	22	M	n/a
SWU_27222_retest_1	n/a	M	n/a
SWU_27222_retest_2	n/a	M	n/a
UM_26007_baseline	75	F	R
UM_26007_retest_1	n/a	F	R
UM_26008_baseline	64	F	R
UM_26008_retest_1	n/a	F	R
UM_26009_baseline	69	F	R
UM_26009_retest_1	n/a	F	R
UM_26010_baseline	62	F	R
UM_26010_retest_1	n/a	F	R
UM_26011_baseline	62	F	R
UM_26011_retest_1	n/a	F	R
UM_26012_baseline	60	F	R
UM_26012_retest_1	n/a	F	R
UM_26013_baseline	67	M	R
UM_26013_retest_1	n/a	M	R
UM_26014_baseline	66	F	R
UM_26014_retest_1	n/a	F	R
UM_26015_baseline	74	F	R
UM_26015_retest_1	n/a	F	R
UM_26016_baseline	57	F	A
UM_26016_retest_1	n/a	F	A
UM_26120_baseline	62	F	L
UM_26120_retest_1	n/a	F	L
UM_26121_baseline	66	F	R
UM_26121_retest_1	n/a	F	R
UM_26122_baseline	65	M	R
UM_26122_retest_1	n/a	M	R
UM_26123_baseline	58	F	R
UM_26123_retest_1	n/a	F	R
UM_26124_baseline	65	F	R
UM_26124_retest_1	n/a	F	R
UM_26125_baseline	63	M	R
UM_26125_retest_1	n/a	M	R
UM_26126_baseline	65	M	L
UM_26126_retest_1	n/a	M	L
UM_26127_baseline	83	F	R
UM_26127_retest_1	n/a	F	R
UM_26128_baseline	64	F	R
UM_26128_retest_1	n/a	F	R
UM_26129_baseline	71	F	R
UM_26129_retest_1	n/a	F	R
UM_26130_baseline	79	M	R
UM_26130_retest_1	n/a	M	R
UM_26131_baseline	73	F	R
UM_26131_retest_1	n/a	F	R
UM_26132_baseline	67	F	R
UM_26132_retest_1	n/a	F	R
UM_26133_baseline	61	M	R
UM_26133_retest_1	n/a	M	R
UM_26134_baseline	72	F	R
UM_26134_retest_1	n/a	F	R
UM_26135_baseline	62	F	R
UM_26135_retest_1	n/a	F	R
UM_26136_baseline	71	F	R
UM_26136_retest_1	n/a	F	R
UM_26137_baseline	61	F	R
UM_26137_retest_1	n/a	F	R
UM_26138_baseline	62	F	R
UM_26138_retest_1	n/a	F	R
UM_26139_baseline	67	F	R
UM_26139_retest_1	n/a	F	R
UM_26140_baseline	58	F	R
UM_26140_retest_1	n/a	F	R
UM_26141_baseline	58	F	R
UM_26141_retest_1	n/a	F	R
UM_26142_baseline	62	M	R
UM_26142_retest_1	n/a	M	R
UM_26143_baseline	77	F	R
UM_26143_retest_1	n/a	F	R
UM_26144_baseline	72	F	R
UM_26144_retest_1	n/a	F	R
UM_26145_baseline	61	M	R
UM_26145_retest_1	n/a	M	R
UM_26146_baseline	62	M	R
UM_26146_retest_1	n/a	M	R
UM_26147_baseline	60	F	R
UM_26147_retest_1	n/a	F	R
UM_26148_baseline	61	M	R
UM_26148_retest_1	n/a	M	R
UM_26149_baseline	61	F	L
UM_26149_retest_1	n/a	F	L
UM_26150_baseline	82	M	R
UM_26150_retest_1	n/a	M	R
UM_26151_baseline	64	F	R
UM_26151_retest_1	n/a	F	R
UM_26152_baseline	70	F	R
UM_26152_retest_1	n/a	F	R
UM_26153_baseline	73	M	R
UM_26153_retest_1	n/a	M	R
UM_26154_baseline	62	F	R
UM_26154_retest_1	n/a	F	R
UM_26155_baseline	84	F	R
UM_26155_retest_1	n/a	F	R
UM_26156_baseline	63	F	R
UM_26156_retest_1	n/a	F	R
UM_26157_baseline	75	F	R
UM_26157_retest_1	n/a	F	R
UM_26158_baseline	61	F	R
UM_26158_retest_1	n/a	F	R
UM_26159_baseline	61	F	R
UM_26159_retest_1	n/a	F	R
UM_26160_baseline	63	F	R
UM_26160_retest_1	n/a	F	R
UM_26161_baseline	61	M	A
UM_26161_retest_1	n/a	M	A
UM_26162_baseline	61	F	R
UM_26162_retest_1	n/a	F	R
UM_26163_baseline	67	F	R
UM_26163_retest_1	n/a	F	R
UM_26164_baseline	63	F	R
UM_26164_retest_1	n/a	F	R
UM_26165_baseline	58	M	R
UM_26165_retest_1	n/a	M	R
UM_26166_baseline	60	F	R
UM_26166_retest_1	n/a	F	R
UM_26167_baseline	67	M	R
UM_26167_retest_1	n/a	M	R
UM_26168_baseline	64	F	R
UM_26168_retest_1	n/a	F	R
UM_26169_baseline	66	M	R
UM_26169_retest_1	n/a	M	R
UM_26170_baseline	62	F	R
UM_26170_retest_1	n/a	F	R
UM_26171_baseline	73	F	R
UM_26171_retest_1	n/a	F	R
UM_26172_baseline	57	F	R
UM_26172_retest_1	n/a	F	R
UM_26173_baseline	62	F	R
UM_26173_retest_1	n/a	F	R
UM_26174_baseline	59	M	R
UM_26174_retest_1	n/a	M	R
UM_26175_baseline	58	F	R
UM_26175_retest_1	n/a	F	R
UM_26176_baseline	71	M	R
UM_26176_retest_1	n/a	M	R
UM_26177_baseline	65	F	R
UM_26177_retest_1	n/a	F	R
UM_26178_baseline	64	F	R
UM_26178_retest_1	n/a	F	R
UM_26179_baseline	72	M	R
UM_26179_retest_1	n/a	M	R
UM_26180_baseline	55	F	R
UM_26180_retest_1	n/a	F	R
UM_26181_baseline	71	F	R
UM_26181_retest_1	n/a	F	R
UM_26182_baseline	61	F	R
UM_26182_retest_1	n/a	F	R
UM_26183_baseline	61	F	R
UM_26183_retest_1	n/a	F	R
UM_26184_baseline	70	F	R
UM_26184_retest_1	n/a	F	R
UM_26185_baseline	70	M	R
UM_26185_retest_1	n/a	M	R
UM_26186_baseline	64	M	R
UM_26186_retest_1	n/a	M	R
UM_26187_baseline	60	F	R
UM_26187_retest_1	n/a	F	R
UM_26188_baseline	62	F	R
UM_26188_retest_1	n/a	F	R
UM_26189_baseline	62	M	R
UM_26189_retest_1	n/a	M	R
UPSM_25234_baseline	17	F	R
UPSM_25234_retest_1	17	F	R
UPSM_25235_baseline	15	F	R
UPSM_25235_retest_1	15	F	R
UPSM_25236_baseline	17	M	R
UPSM_25236_retest_1	17	M	R
UPSM_25237_baseline	17	F	R
UPSM_25237_retest_1	17	F	R
UPSM_25238_baseline	15	M	R
UPSM_25238_retest_1	15	M	R
UPSM_25238_retest_2	15	M	R
UPSM_25239_baseline	13	M	R
UPSM_25239_retest_1	13	M	R
UPSM_25239_retest_2	13	M	R
UPSM_25240_baseline	15	M	R
UPSM_25240_retest_1	15	M	R
UPSM_25240_retest_2	15	M	R
UPSM_25241_baseline	10	M	R
UPSM_25241_retest_1	10	M	R
UPSM_25242_baseline	19	M	R
UPSM_25242_retest_1	19	M	R
UPSM_25243_baseline	18	M	R
UPSM_25243_retest_1	18	M	R
UPSM_25244_baseline	18	M	R
UPSM_25244_retest_1	18	M	R
UPSM_25244_retest_2	18	M	R
UPSM_25245_baseline	18	M	R
UPSM_25245_retest_1	18	M	R
UPSM_25245_retest_2	18	M	R
UPSM_25246_baseline	18	M	R
UPSM_25246_retest_1	18	M	R
UPSM_25247_baseline	19	F	R
UPSM_25247_retest_1	19	F	R
UPSM_25248_baseline	11	M	R
UPSM_25248_retest_1	11	M	R
UPSM_25249_baseline	18	F	R
UPSM_25249_retest_1	18	F	R
UPSM_25250_baseline	19	M	R
UPSM_25250_retest_1	19	M	R
UPSM_25251_baseline	14	F	R
UPSM_25251_retest_1	14	F	R
UPSM_25252_baseline	18	F	R
UPSM_25252_retest_1	18	F	R
UPSM_25252_retest_2	18	F	R
UPSM_25253_baseline	12	F	R
UPSM_25253_retest_1	12	F	R
UPSM_25253_retest_2	12	F	R
UPSM_25254_baseline	14	F	R
UPSM_25254_retest_1	14	F	R
UPSM_25254_retest_2	14	F	R
UPSM_25255_baseline	18	M	R
UPSM_25255_retest_1	18	M	R
UPSM_25256_baseline	13	F	R
UPSM_25256_retest_1	13	F	R
UPSM_25257_baseline	11	M	R
UPSM_25257_retest_1	11	M	R
UPSM_25257_retest_2	11	M	R
UPSM_25258_baseline	12	M	L
UPSM_25258_retest_1	12	M	L
UPSM_25259_baseline	10	F	R
UPSM_25259_retest_1	10	F	R
UPSM_25259_retest_2	10	F	R
UPSM_25260_baseline	12	M	R
UPSM_25260_retest_1	12	M	R
UPSM_25261_baseline	14	M	R
UPSM_25261_retest_1	14	M	R
UPSM_25261_retest_2	14	M	R
UPSM_25262_baseline	15	M	R
UPSM_25262_retest_1	15	M	R
UPSM_25263_baseline	14	M	R
UPSM_25263_retest_1	16	M	R
UPSM_25263_retest_2	17	M	R
UPSM_25264_baseline	11	M	R
UPSM_25264_retest_1	13	M	R
UPSM_25264_retest_2	14	M	R
UPSM_25265_baseline	13	M	R
UPSM_25265_retest_1	15	M	R
UPSM_25265_retest_2	16	M	R
UPSM_25266_baseline	14	M	R
UPSM_25266_retest_1	15	M	R
UPSM_25267_baseline	17	M	R
UPSM_25267_retest_1	19	M	R
UPSM_25267_retest_2	20	M	R
UPSM_25268_baseline	12	F	R
UPSM_25268_retest_1	14	F	R
UPSM_25269_baseline	19	M	R
UPSM_25269_retest_1	19	M	R
UPSM_25270_baseline	14	F	R
UPSM_25270_retest_1	14	F	R
UPSM_25270_retest_2	14	F	R
UPSM_25271_baseline	16	M	R
UPSM_25271_retest_1	16	M	R
UPSM_25271_retest_2	16	M	R
UPSM_25272_baseline	15	F	R
UPSM_25272_retest_1	15	F	R
UPSM_25272_retest_2	15	F	R
UPSM_25273_baseline	18	M	R
UPSM_25273_retest_1	18	M	R
UPSM_25273_retest_2	18	M	R
UPSM_25274_baseline	17	F	R
UPSM_25274_retest_1	17	F	R
UPSM_25274_retest_2	17	F	R
UPSM_25275_baseline	15	F	R
UPSM_25275_retest_1	15	F	R
UPSM_25275_retest_2	15	F	R
UPSM_25276_baseline	14	F	R
UPSM_25276_retest_1	14	F	R
UPSM_25276_retest_2	14	F	R
UPSM_25277_baseline	11	M	R
UPSM_25277_retest_1	11	M	R
UPSM_25277_retest_2	11	M	R
UPSM_25278_baseline	15	F	R
UPSM_25278_retest_1	15	F	R
UPSM_25278_retest_2	15	F	R
UPSM_25279_baseline	18	F	R
UPSM_25279_retest_1	18	F	R
UPSM_25280_baseline	17	F	R
UPSM_25280_retest_1	17	F	R
UPSM_25281_baseline	14	M	L
UPSM_25281_retest_1	14	M	L
UPSM_25282_baseline	12	F	R
UPSM_25282_retest_1	12	F	R
UPSM_25283_baseline	12	M	R
UPSM_25283_retest_1	12	M	R
UPSM_25283_retest_2	12	M	R
UPSM_25284_baseline	11	M	R
UPSM_25284_retest_1	11	M	R
UPSM_25285_baseline	16	F	R
UPSM_25285_retest_1	16	F	R
UPSM_25285_retest_2	16	F	R
UPSM_25286_baseline	18	F	R
UPSM_25286_retest_1	18	F	R
UPSM_25286_retest_2	18	F	R
UPSM_25287_baseline	12	F	R
UPSM_25287_retest_1	12	F	R
UPSM_25287_retest_2	12	F	R
UPSM_25288_baseline	18	F	R
UPSM_25288_retest_1	18	F	R
UPSM_25288_retest_2	18	F	R
UPSM_25289_baseline	18	F	R
UPSM_25289_retest_1	18	F	R
UPSM_25290_baseline	18	F	R
UPSM_25290_retest_1	18	F	R
UPSM_25290_retest_2	18	F	R
UPSM_25291_baseline	18	F	R
UPSM_25291_retest_1	18	F	R
UPSM_25291_retest_2	18	F	R
UPSM_25292_baseline	18	F	R
UPSM_25292_retest_1	18	F	R
UPSM_25293_baseline	11	M	R
UPSM_25293_retest_1	11	M	R
UPSM_25294_baseline	12	M	R
UPSM_25294_retest_1	12	M	R
UPSM_25295_baseline	13	M	R
UPSM_25295_retest_1	13	M	R
UPSM_25296_baseline	18	M	L
UPSM_25296_retest_1	18	M	L
UPSM_25297_baseline	15	F	R
UPSM_25297_retest_1	15	F	R
UPSM_25298_baseline	14	F	R
UPSM_25298_retest_1	14	F	R
UPSM_25299_baseline	12	F	R
UPSM_25299_retest_1	12	F	R
UPSM_25300_baseline	13	F	L
UPSM_25300_retest_1	13	F	L
UPSM_25301_baseline	18	M	R
UPSM_25301_retest_1	18	M	R
UPSM_25302_baseline	10	M	R
UPSM_25302_retest_1	10	M	R
UPSM_25303_baseline	16	F	R
UPSM_25303_retest_1	16	F	R
UPSM_25304_baseline	11	M	R
UPSM_25304_retest_1	11	M	R
UPSM_25305_baseline	11	M	R
UPSM_25305_retest_1	11	M	R
UPSM_25306_baseline	13	M	R
UPSM_25306_retest_1	13	M	R
UPSM_25307_baseline	12	M	R
UPSM_25307_retest_1	12	M	R
UPSM_25308_baseline	18	M	R
UPSM_25308_retest_1	18	M	R
UPSM_25309_baseline	12	F	L
UPSM_25309_retest_1	12	F	L
UPSM_25310_baseline	12	F	R
UPSM_25310_retest_1	12	F	R
UPSM_25311_baseline	16	M	R
UPSM_25311_retest_1	16	M	R
UPSM_25312_baseline	10	F	R
UPSM_25312_retest_1	10	F	R
UPSM_25313_baseline	13	F	R
UPSM_25313_retest_1	13	F	R
UPSM_25314_baseline	10	F	R
UPSM_25314_retest_1	10	F	R
UPSM_25315_baseline	10	F	R
UPSM_25315_retest_1	10	F	R
UPSM_25316_retest_1	12	M	R
UPSM_25317_baseline	13	F	R
UPSM_25317_retest_1	13	F	R
UPSM_25318_baseline	16	M	R
UPSM_25318_retest_1	16	M	R
UPSM_25319_baseline	15	M	R
UPSM_25319_retest_1	15	M	R
UPSM_25320_baseline	18	M	R
UPSM_25320_retest_1	18	M	R
UPSM_25321_baseline	10	F	R
UPSM_25321_retest_1	10	F	R
UPSM_25322_baseline	13	F	R
UPSM_25322_retest_1	13	F	R
UPSM_25323_baseline	14	F	R
UPSM_25323_retest_1	14	F	R
UPSM_25324_baseline	16	M	L
UPSM_25324_retest_1	16	M	L
UPSM_25325_baseline	18	F	R
UPSM_25325_retest_1	18	F	R
UPSM_25326_baseline	18	F	R
UPSM_25326_retest_1	18	F	R
UPSM_25327_baseline	15	F	R
UPSM_25327_retest_1	15	F	R
UPSM_25328_baseline	12	M	R
UPSM_25328_retest_1	12	M	R
UPSM_25329_baseline	18	M	R
UPSM_25329_retest_1	18	M	R
UPSM_25330_baseline	14	M	R
UPSM_25330_retest_1	14	M	R
UPSM_25331_baseline	16	M	R
UPSM_25331_retest_1	16	M	R
UPSM_25332_baseline	16	F	R
UPSM_25332_retest_1	16	F	R
UPSM_25333_baseline	15	M	R
UPSM_25333_retest_1	15	M	R
UWM_27259_baseline	22	M	R
UWM_27259_retest_1	n/a	M	R
UWM_27260_baseline	30	F	A
UWM_27260_retest_1	n/a	F	A
UWM_27261_baseline	25	F	R
UWM_27261_retest_1	n/a	F	R
UWM_27262_baseline	23	M	R
UWM_27262_retest_1	n/a	M	R
UWM_27263_baseline	27	F	R
UWM_27263_retest_1	n/a	F	R
UWM_27264_baseline	22	M	R
UWM_27264_retest_1	n/a	M	R
UWM_27265_baseline	23	M	R
UWM_27265_retest_1	n/a	M	R
UWM_27266_baseline	29	F	R
UWM_27266_retest_1	n/a	F	R
UWM_27267_baseline	21	F	R
UWM_27267_retest_1	n/a	F	R
UWM_27268_baseline	24	M	R
UWM_27268_retest_1	n/a	M	R
UWM_27269_baseline	23	F	L
UWM_27269_retest_1	n/a	F	L
UWM_27270_baseline	31	F	R
UWM_27270_retest_1	n/a	F	R
UWM_27271_baseline	29	F	R
UWM_27271_retest_1	n/a	F	R
UWM_27272_baseline	25	M	R
UWM_27272_retest_1	n/a	M	R
UWM_27273_baseline	24	F	A
UWM_27273_retest_1	n/a	F	A
UWM_27274_baseline	22	M	A
UWM_27274_retest_1	n/a	M	A
UWM_27275_baseline	29	M	R
UWM_27275_retest_1	n/a	M	R
UWM_27276_baseline	25	M	R
UWM_27276_retest_1	n/a	M	R
UWM_27277_baseline	21	F	R
UWM_27277_retest_1	n/a	F	R
UWM_27278_baseline	32	M	R
UWM_27278_retest_1	n/a	M	R
UWM_27279_baseline	24	M	R
UWM_27279_retest_1	n/a	M	R
UWM_27280_baseline	22	M	R
UWM_27280_retest_1	n/a	M	R
UWM_27281_baseline	24	M	R
UWM_27281_retest_1	n/a	M	R
UWM_27282_baseline	24	M	R
UWM_27282_retest_1	n/a	M	R
UWM_27283_baseline	23	F	R
UWM_27283_retest_1	n/a	F	R
Utah_26017_baseline	39	M	n/a
Utah_26017_retest_1	39	M	n/a
Utah_26017_retest_2	39	M	n/a
Utah_26017_retest_3	39	M	n/a
Utah_26017_retest_4	39	M	n/a
Utah_26017_retest_5	39	M	n/a
Utah_26017_retest_6	39	M	n/a
Utah_26017_retest_7	39	M	n/a
Utah_26017_retest_8	39	M	n/a
Utah_26017_retest_9	39	M	n/a
Utah_26018_baseline	18	M	n/a
Utah_26018_retest_1	18	M	n/a
Utah_26019_baseline	18	M	n/a
Utah_26019_retest_1	18	M	n/a
Utah_26020_baseline	16	M	n/a
Utah_26020_retest_1	16	M	n/a
Utah_26021_baseline	13	M	n/a
Utah_26021_retest_1	13	M	n/a
Utah_26022_baseline	15	M	n/a
Utah_26022_retest_1	15	M	n/a
Utah_26023_baseline	23	M	n/a
Utah_26023_retest_1	23	M	n/a
Utah_26024_baseline	27	M	n/a
Utah_26024_retest_1	27	M	n/a
Utah_26025_baseline	26	M	n/a
Utah_26025_retest_1	26	M	n/a
Utah_26026_baseline	27	M	n/a
Utah_26026_retest_1	27	M	n/a
Utah_26027_baseline	12	M	n/a
Utah_26027_retest_1	12	M	n/a
Utah_26028_baseline	10	M	n/a
Utah_26028_retest_1	10	M	n/a
Utah_26029_baseline	21	M	n/a
Utah_26029_retest_1	21	M	n/a
Utah_26030_baseline	12	M	n/a
Utah_26030_retest_1	12	M	n/a
Utah_26031_baseline	8	M	n/a
Utah_26031_retest_1	8	M	n/a
Utah_26032_baseline	31	M	n/a
Utah_26032_retest_1	31	M	n/a
Utah_26033_baseline	26	M	n/a
Utah_26033_retest_1	26	M	n/a
Utah_26034_baseline	14	M	n/a
Utah_26034_retest_1	14	M	n/a
Utah_26035_baseline	24	M	n/a
Utah_26035_retest_1	24	M	n/a
Utah_26036_baseline	9	M	n/a
Utah_26036_retest_1	9	M	n/a
Utah_26037_baseline	34	M	n/a
Utah_26037_retest_1	34	M	n/a
Utah_26038_baseline	19	M	n/a
Utah_26038_retest_1	19	M	n/a
Utah_26039_baseline	39	M	n/a
Utah_26039_retest_1	39	M	n/a
Utah_26040_baseline	28	M	n/a
Utah_26040_retest_1	28	M	n/a
Utah_26041_baseline	9	M	n/a
Utah_26041_retest_1	9	M	n/a
Utah_26042_baseline	25	M	n/a
Utah_26042_retest_1	25	M	n/a
Utah_26043_baseline	22	M	n/a
Utah_26043_retest_1	22	M	n/a
XHCUMS_25982_baseline	n/a	n/a	n/a
XHCUMS_25982_retest_1	n/a	n/a	n/a
XHCUMS_25982_retest_2	n/a	n/a	n/a
XHCUMS_25982_retest_3	n/a	n/a	n/a
XHCUMS_25982_retest_4	n/a	n/a	n/a
XHCUMS_25983_baseline	62	M	n/a
XHCUMS_25983_retest_1	62	M	n/a
XHCUMS_25983_retest_2	62	M	n/a
XHCUMS_25983_retest_3	62	M	n/a
XHCUMS_25983_retest_4	62	M	n/a
XHCUMS_25984_baseline	60	F	n/a
XHCUMS_25984_retest_1	60	F	n/a
XHCUMS_25984_retest_2	60	F	n/a
XHCUMS_25984_retest_3	60	F	n/a
XHCUMS_25984_retest_4	60	F	n/a
XHCUMS_25985_baseline	61	F	n/a
XHCUMS_25985_retest_1	61	F	n/a
XHCUMS_25985_retest_2	61	F	n/a
XHCUMS_25985_retest_3	61	F	n/a
XHCUMS_25985_retest_4	61	F	n/a
XHCUMS_25986_baseline	57	F	n/a
XHCUMS_25986_retest_1	57	F	n/a
XHCUMS_25986_retest_2	57	F	n/a
XHCUMS_25986_retest_3	57	F	n/a
XHCUMS_25986_retest_4	57	F	n/a
XHCUMS_25987_baseline	58	F	n/a
XHCUMS_25987_retest_1	58	F	n/a
XHCUMS_25987_retest_2	58	F	n/a
XHCUMS_25987_retest_3	58	F	n/a
XHCUMS_25987_retest_4	58	F	n/a
XHCUMS_25988_baseline	48	M	n/a
XHCUMS_25988_retest_1	48	M	n/a
XHCUMS_25988_retest_2	48	M	n/a
XHCUMS_25988_retest_3	48	M	n/a
XHCUMS_25988_retest_4	48	M	n/a
XHCUMS_25989_baseline	56	F	n/a
XHCUMS_25989_retest_1	56	F	n/a
XHCUMS_25989_retest_2	56	F	n/a
XHCUMS_25989_retest_3	56	F	n/a
XHCUMS_25989_retest_4	56	F	n/a
XHCUMS_25990_baseline	49	F	n/a
XHCUMS_25990_retest_1	49	F	n/a
XHCUMS_25990_retest_2	49	F	n/a
XHCUMS_25990_retest_3	49	F	n/a
XHCUMS_25990_retest_4	49	F	n/a
XHCUMS_25991_baseline	52	F	n/a
XHCUMS_25991_retest_1	52	F	n/a
XHCUMS_25991_retest_2	53	F	n/a
XHCUMS_25991_retest_3	53	F	n/a
XHCUMS_25991_retest_4	54	F	n/a
XHCUMS_25992_baseline	47	F	n/a
XHCUMS_25992_retest_1	47	F	n/a
XHCUMS_25992_retest_2	47	F	n/a
XHCUMS_25992_retest_3	47	F	n/a
XHCUMS_25992_retest_4	47	F	n/a
XHCUMS_25993_baseline	50	F	n/a
XHCUMS_25993_retest_1	50	F	n/a
XHCUMS_25993_retest_2	50	F	n/a
XHCUMS_25993_retest_3	50	F	n/a
XHCUMS_25993_retest_4	50	F	n/a
XHCUMS_25994_baseline	54	M	n/a
XHCUMS_25994_retest_1	54	M	n/a
XHCUMS_25994_retest_2	54	M	n/a
XHCUMS_25994_retest_3	54	M	n/a
XHCUMS_25994_retest_4	54	M	n/a
XHCUMS_25995_baseline	49	F	n/a
XHCUMS_25995_retest_1	49	F	n/a
XHCUMS_25995_retest_2	49	F	n/a
XHCUMS_25995_retest_3	49	F	n/a
XHCUMS_25995_retest_4	49	F	n/a
XHCUMS_25996_baseline	52	M	n/a
XHCUMS_25996_retest_1	52	M	n/a
XHCUMS_25996_retest_2	52	M	n/a
XHCUMS_25996_retest_3	52	M	n/a
XHCUMS_25996_retest_4	52	M	n/a
XHCUMS_25997_baseline	45	M	n/a
XHCUMS_25997_retest_1	45	M	n/a
XHCUMS_25997_retest_2	45	M	n/a
XHCUMS_25997_retest_3	45	M	n/a
XHCUMS_25997_retest_4	45	M	n/a
XHCUMS_25998_baseline	53	M	n/a
XHCUMS_25998_retest_1	53	M	n/a
XHCUMS_25998_retest_2	53	M	n/a
XHCUMS_25998_retest_3	53	M	n/a
XHCUMS_25998_retest_4	53	M	n/a
XHCUMS_26000_baseline	54	M	n/a
XHCUMS_26000_retest_1	54	M	n/a
XHCUMS_26000_retest_2	54	M	n/a
XHCUMS_26000_retest_3	54	M	n/a
XHCUMS_26000_retest_4	54	M	n/a
XHCUMS_26001_baseline	54	M	n/a
XHCUMS_26001_retest_1	54	M	n/a
XHCUMS_26001_retest_2	54	M	n/a
XHCUMS_26001_retest_3	54	M	n/a
XHCUMS_26001_retest_4	54	M	n/a
XHCUMS_26002_baseline	54	M	n/a
XHCUMS_26002_retest_1	54	M	n/a
XHCUMS_26002_retest_2	54	M	n/a
XHCUMS_26002_retest_3	54	M	n/a
XHCUMS_26002_retest_4	54	M	n/a
XHCUMS_26003_baseline	52	M	n/a
XHCUMS_26003_retest_1	52	M	n/a
XHCUMS_26003_retest_2	52	M	n/a
XHCUMS_26003_retest_3	52	M	n/a
XHCUMS_26003_retest_4	52	M	n/a
XHCUMS_26004_baseline	36	M	n/a
